firstName,lastName,birthday,language,location
Nivedhithaa,Sathish,1992-11-01,Chinese,Germany
Matthew,Marsh,1951-11-26,Chinese,Korea
Emraan,Hashmi,1985-06-23,Korean,Japan
Bel,Powley,1979-07-11,French,Germany
Neal,McDonough,1962-11-12,Chinese,Korea
Sladen,Peltier,1965-01-21,English,Canada
Lorena,Franco,2000-01-21,Spanish,Germany
Nicky,Whelan,1970-07-07,Spanish,China
Ronda,Rousey,1993-01-07,French,Germany
Dulquer,Salmaan,1980-07-01,German,Spain
Manisha,Koirala,1979-03-24,Spanish,United States
Guillaume,Laurin,1991-08-06,English,Korea
Ellen,Page,1979-06-04,Spanish,Germany
Mamoudou,Athie,1969-07-05,Japanese,Japan
Csongor,Szalay,2002-09-02,Spanish,Spain
Chutimon,Chuengcharoensukying,2002-10-18,Korean,United States
Bethany,Hamilton,1957-01-31,Japanese,Germany
Ferenc,Lengyel,1965-12-25,French,Canada
Tom,Segura,1972-09-30,English,United States
Eileen,Yáñez,1979-05-07,Spanish,Germany
Aniello,Arena,1959-03-23,Chinese,Japan
Tatsuhisa,Suzuki,1975-07-13,French,Spain
Malik,Nejer,1956-01-29,Spanish,China
Sharon,Stone,1980-06-24,Korean,United States
Kanon,Tani,1990-11-11,English,United States
Bert,Kreischer,1992-02-22,German,Korea
T.J.,Miller,1951-09-24,English,Germany
Neil,Nitin,1991-02-20,French,Japan
Poonam,Dhillon,1964-12-07,Spanish,Spain
Salamina,Mosese,1967-02-25,English,United States
William,Lodder,1991-10-10,Japanese,Canada
Stephanie,Turner,1979-11-27,Japanese,Korea
Ju,Ji-hoon,1958-07-15,English,Germany
Amy,Ryan,1951-05-02,English,China
Aras,Bulut,1971-05-21,English,Japan
Félix,Maritaud,1983-08-10,Spanish,Spain
Miles,Davis,1970-08-27,English,Germany
Belén,Rueda,1995-10-01,English,United States
Bimbo,Akintola,1964-11-22,English,Canada
Araya,A.,1970-09-14,English,Japan
Cristi,Puiu,1983-03-19,Spanish,Canada
Lil,Peep,1985-05-07,German,United States
Monica,Bârl?deanu,1969-10-31,Korean,Japan
Paula,Echevarría,1995-07-05,Korean,Spain
Taylor,Tomlinson,1956-11-21,English,China
Nqobile,Khumalo,1951-08-23,Korean,Canada
David,A.,1952-05-28,English,United States
Sunny,Kaushal,1985-11-20,English,China
Michael,Shannon,1981-03-18,German,France
Billie,Joe,1959-08-03,English,Japan
Maurice,Paige,1958-08-01,English,China
Daniel,Day-Lewis,1992-10-25,German,China
Gad,Elmaleh,1989-12-21,French,Canada
Elle,Fanning,1991-08-04,Korean,United States
Allu,Arjun,2000-06-03,Korean,France
Sarah,Natochenny,1974-02-15,Japanese,Spain
Moayad,Alnefaie,1999-01-25,Korean,Germany
Lilian,Esoro,1985-09-15,French,France
Weruche,Opia,1974-01-22,Korean,Korea
Pete,Davidson,1977-01-18,Japanese,Canada
John,Paul,1994-05-08,English,Canada
CM,Punk,1992-05-03,Korean,China
Ted,Kaczynski,1963-12-08,Japanese,Canada
Helena,Zengel,1987-08-01,German,Canada
Anne,Hathaway,1972-06-28,English,Japan
Julian,Sands,1971-12-19,Chinese,China
Marlee,van,1963-06-26,German,China
Uzo,Aduba,1988-11-27,Spanish,United States
Sam,Rockwell,1953-06-14,Japanese,United States
Ini,Dima,1960-03-24,English,Germany
Vince,Vaughn,1992-12-05,English,Canada
Natalie,Dormer,1955-07-18,English,France
Sue,Ramirez,1970-10-14,Spanish,Japan
Piotr,Cyrwus,2002-10-12,Korean,Spain
Lisa,Vicari,1983-09-28,German,Korea
Lika,Berning,1987-04-23,Korean,Canada
Takeru,Sato,1964-11-20,English,Japan
Robert,Pattinson,1953-12-19,French,Spain
Della,Dartyan,2001-08-22,English,United States
Steve,Oropeza,1962-09-15,Korean,Japan
Kathryn,Prescott,1975-05-22,French,Japan
Bill,Pullman,2000-01-12,French,Canada
Priyamvada,Krishnan,1992-08-17,Japanese,United States
Ama,K.,1983-03-26,French,France
Alison,Brie,1985-01-22,English,France
Stephen,Amell,1985-06-23,Spanish,Japan
Willy,T.,2001-06-19,German,Spain
Joseph,Millson,1963-12-27,Korean,China
Robert,Krantz,2001-10-24,Japanese,Canada
Tom,Papa,1997-07-23,English,France
Asier,Etxeandia,1961-09-30,English,Spain
Shiloh,Fernandez,1953-06-07,German,Germany
Nathan,Parsons,2002-06-05,Korean,Canada
Amber,Stevens,1953-06-22,Japanese,Korea
Cristina,Vee,1976-04-04,Korean,Germany
Grant,Bowler,1995-03-16,English,Korea
Mei,Kayama,1980-02-17,Japanese,Japan
Djédjé,Apali,1989-03-18,Korean,Germany
Frank,Donga,1963-03-12,Chinese,Germany
Taylor,Swift,1958-10-16,French,Japan
Matthias,Schoenaerts,1976-05-18,Japanese,United States
Menashe,Lustig,1985-06-16,German,United States
Wu,Chien-ho,1992-03-13,Korean,France
Gys,de,1956-03-04,Korean,Canada
Larissa,Manoela,1999-03-14,English,United States
Alex,Fernández,1996-05-16,Korean,Canada
Huang,Peijia,1973-01-04,Spanish,Germany
Andrés,Pazos,1951-10-20,English,Canada
Fortune,Feimster,1978-06-06,Chinese,United States
Mu,Ramaswamy,1972-01-31,German,Korea
David,Lynch,1955-03-29,Chinese,Japan
Emma,Watson,1993-03-10,Spanish,United States
Crystal,Fox,2001-01-09,English,Canada
Lauren,Elizabeth,1954-06-05,English,France
Tiffany,Tenille,2002-01-27,Japanese,China
Tom,Hardy,1997-09-14,French,Canada
Kento,Yamazaki,1979-05-24,German,Canada
Michael,Fassbender,1987-06-08,Chinese,United States
Arnali,Das,1970-01-22,Japanese,Canada
Tom,Payne,1964-10-18,Japanese,France
Armand,Assante,1966-05-15,Korean,Canada
Leslie,Jones,1964-03-20,English,France
Angie,Cepeda,1964-03-26,English,Japan
Betty,White,2002-03-12,English,Canada
Amit,Sial,1951-02-22,French,Spain
Johnny,Harris,2003-03-22,Chinese,United States
Faizon,Love,1955-12-17,English,Canada
Oscar,Martínez,1968-04-07,English,United States
Hánssel,Casillas,1998-09-22,English,United States
Kelsey,Grammer,1956-08-28,English,United States
Frank,Welker,1970-12-08,Korean,Japan
Jeff,Dunham,1988-08-25,Korean,Germany
Debi,Derryberry,1969-05-24,English,Canada
Ivana,Baquero,1982-05-15,English,United States
Gim,Yeong-seon,1993-06-21,German,Germany
Putri,Marino,1955-03-06,Korean,Germany
Nestor,Aaron,1992-04-19,French,Spain
Ravi,Babu,1981-01-20,English,China
Nandita,Das,1950-12-04,Spanish,United States
Chris,Klein,1968-05-14,French,China
Lil,Yachty,1967-10-24,English,China
Miona,Hori,1977-05-06,Japanese,Spain
Joey,Rasdien,1995-10-12,English,Canada
José,Mujica,1981-11-23,Japanese,Korea
Vincenzo,Crea,1994-02-09,Spanish,Canada
Penn,Badgley,1999-08-19,English,Korea
Amy,Manson,2002-10-18,Spanish,United States
Yuki,Kaji,1980-06-20,French,France
Amaury,Nolasco,1950-04-01,Japanese,Germany
Kenn,Michael,1997-01-10,Chinese,Japan
Kiersey,Clemons,1990-02-17,Spanish,Korea
Omar,Chaparro,1998-07-27,English,China
John,Mulaney,1977-06-28,Chinese,Germany
Michael,Ealy,1981-12-22,French,United States
Sofia,Wylie,1954-03-15,German,Canada
Ime,Bishop,1974-01-10,English,Japan
Anthony,Hopkins,1971-07-17,French,Canada
Ronny,Chieng,1962-08-26,Chinese,Japan
Mostafizur,Noor,1972-06-23,Japanese,Canada
Eddie,Redmayne,1970-05-08,Spanish,United States
Riteish,Deshmukh,1979-06-17,German,France
Enyinna,Nwigwe,1962-08-16,English,United States
Pulkit,Samrat,1994-12-13,English,France
Mai,Fuchigami,1990-06-17,Spanish,China
Dakore,Akande,1956-09-30,Chinese,United States
Farhan,Akhtar,1950-07-22,English,China
Hrithik,Roshan,1974-07-19,Chinese,Japan
Ayo,Makun,1978-10-17,German,Canada
Rohit,Saraf,1986-03-10,English,France
Ali,Rabee,1950-02-24,English,Canada
Michelle,Wolf,1951-04-09,German,Canada
Loretta,Devine,1998-12-06,Chinese,Korea
Petrônio,Gontijo,1970-11-17,English,United States
Scarlett,Johansson,1979-01-22,Japanese,France
Yoshitsugu,Matsuoka,1966-02-04,Spanish,Canada
Ivie,Okujaye,1951-05-12,English,United States
Paloma,Bernardi,1996-06-21,Korean,United States
Uche,Jumbo,1991-09-18,German,China
Rose,McIver,1998-07-24,Korean,China
Laura,Marano,1959-04-18,Japanese,Canada
Nirmal,Rishi,1967-12-11,English,Korea
Khalil,Ramos,1986-11-22,Japanese,Spain
Jimmy,Shergill,1952-03-03,Spanish,Korea
Harrdy,Sandhu,1989-07-29,German,Canada
Ammy,Virk,1964-03-29,French,Japan
Krissiri,Sukhsvasti,1987-04-26,Japanese,Canada
Harish,Verma,1955-02-25,Korean,Korea
Emilian,Oprea,1981-06-08,Spanish,Canada
Christian,Morales,1972-02-13,Spanish,Canada
Sonam,Kapoor,1993-08-15,German,Canada
Mama,Sane,1991-08-03,English,Korea
Hakim,Faris,1976-01-19,French,Germany
Thabo,Rametsi,1977-08-16,German,China
Baaj,Adebule,1985-08-02,English,China
Sambasa,Nzeribe,1962-01-28,Japanese,Canada
Romany,Malco,1961-07-05,English,Spain
Rakesh,Varre,1960-02-17,Japanese,Spain
Violet,Nelson,1975-07-17,English,Korea
Nikolaj,Coster-Waldau,1970-02-26,Korean,United States
Carroll,Shelby,1993-02-06,Korean,Korea
Bikram,Choudhury,2001-04-11,English,China
Anand,Deverakonda,1979-04-12,French,France
Lorena,Ramírez,1959-07-18,English,China
Iliza,Shlesinger,1995-07-30,Japanese,Korea
Ignacia,Allamand,2003-03-23,Spanish,Canada
Alicia,Vikander,1979-06-21,Korean,Korea
Wade,Davis,1986-09-26,French,Spain
Pilar,Pascual,1988-03-15,English,France
Adithya,Menon,1982-06-20,Chinese,Japan
Ali,Fazal,1967-11-01,English,United States
Aki,Toyosaki,1974-01-24,English,France
Jason,Schwartzman,1968-12-26,Spanish,France
Miyu,Irino,1994-01-31,English,United States
Fadily,Camara,1959-03-28,Japanese,United States
Jeff,Garlin,1990-07-10,English,Canada
Isabela,Moner,2003-04-25,English,United States
Roger,Narayan,1979-03-27,English,Japan
Wendell,Pierce,1996-03-17,Chinese,Japan
Deng,Chao,2000-12-01,Chinese,Spain
Seth,Meyers,1999-02-16,Chinese,Korea
Aidan,Gillen,1993-02-01,Japanese,Germany
Kim,Go-eun,1952-12-23,Chinese,Germany
Joshua,Fields,1959-10-02,English,France
Drake,Bell,1969-04-20,Korean,France
Kendall,Schmidt,1986-11-11,English,Korea
Casey,Simpson,1976-08-01,Chinese,China
Mason,Vale,1954-06-16,Korean,Canada
Ciara,Bravo,1994-10-05,English,United States
Rahart,Adams,1954-08-06,English,France
Victoria,Justice,1989-03-10,German,Japan
Garrett,Ryan,1989-10-11,Korean,France
Carmen,Machi,1950-06-05,German,Spain
Kerry,Washington,1956-08-10,Chinese,Canada
Sierra,McCormick,2000-12-23,Chinese,Japan
Julian,Ovenden,1975-02-15,English,Canada
Rob,Lowe,1954-02-12,English,Canada
Katlyn,Carlson,1950-02-23,Korean,Spain
Barry,Bostwick,1975-02-06,Korean,Canada
Timothée,Chalamet,1951-07-18,German,Canada
Sergio,Acosta,2002-01-10,Spanish,Canada
Grego,Rossello,1996-12-06,Korean,Canada
Alyssa,Chia,1951-04-27,Chinese,Korea
Madhampatti,Rangaraj,2001-01-17,English,Spain
Arsenio,Hall,1979-03-18,Spanish,France
Hiyori,Kon,1989-07-05,English,Japan
Nehir,Erdo?an,1971-10-31,Spanish,France
Carmen,Ejogo,1986-10-25,Spanish,China
Inge,Maux,1969-08-28,English,United States
Jakob,Dylan,1956-03-21,French,China
Nur,Fazura,1995-11-28,French,Spain
Stephen,Fry,1969-12-14,French,China
Zhang,Jin,1956-09-15,German,China
Jenny,Slate,1981-07-30,Spanish,Canada
Charlie,Shotwell,1966-01-18,German,France
Aylin,Kontante,1985-05-05,Spanish,Germany
Biel,Montoro,1969-07-29,Japanese,France
Rahama,Sadau,1995-05-05,English,Spain
Banky,Wellington,1961-03-03,Chinese,China
Priyanshu,Painyuli,2000-09-16,French,United States
Fedi,Nuril,1996-08-20,Korean,Spain
Park,Na-rae,1978-04-05,Chinese,United States
Shannyn,Sossamon,1986-08-28,English,Korea
Güler,Ökten,1965-09-06,German,Germany
Martin,Matte,2003-04-18,English,Korea
Kery,James,1950-05-22,French,Canada
Sam,Worthington,1979-04-08,Japanese,Japan
Gbenga,Titiloye,1958-12-31,Korean,Spain
Manuela,Vellés,1964-09-24,Spanish,United States
Stacy,Haiduk,2003-06-30,Japanese,Canada
Deon,Cole,1955-04-10,Japanese,China
Ali,Haji,2001-10-30,Chinese,Germany
Cem,Gelino?lu,1976-12-12,Korean,United States
Selim,Bayraktar,1999-10-09,Korean,China
Gigi,Saul,1962-12-08,English,China
Cassandra,Ciangherotti,2000-09-28,English,Canada
Park,Hae-Jin,1992-01-24,German,Canada
Vajèn,van,1968-11-25,English,United States
Nikki,Glaser,1956-04-30,English,Canada
Elizabeth,Daily,1965-10-04,Spanish,United States
Jeff,Daniels,1992-03-27,Spanish,United States
Ben,McKenzie,1959-04-02,Japanese,Spain
Mo,Gilligan,1951-07-12,English,Canada
Fuka,Koshiba,1970-03-01,English,Korea
Boyd,Holbrook,1972-03-09,English,France
Meezaan,Jaffrey,1964-08-03,German,Korea
Tony,Leung,1980-08-11,English,Spain
Aml,Ameen,1984-02-08,German,Germany
Nagarjuna,Akkineni,1958-03-21,English,Spain
Matt,Walsh,1990-07-16,German,China
Zach,Galifianakis,1967-11-20,English,United States
Emma,Suárez,1970-08-04,English,Japan
Iria,del,1994-05-21,English,Spain
Sebastian,Maniscalco,1951-09-29,English,United States
Los,Tigres,1987-02-16,French,Japan
Jack,Polak,1966-09-26,Chinese,United States
Samantha,Ruth,1970-09-02,French,United States
Taron,Egerton,1995-07-15,Japanese,France
Chelsea,Handler,1962-03-10,German,Japan
Lu,Han,2003-08-17,English,United States
Ava,Michelle,1977-12-16,Spanish,United States
Bill,Burr,1956-11-06,Korean,Canada
Subba,Rao,1979-03-12,Spanish,United States
Vishwaksen,Naidu,1958-04-10,Spanish,Korea
Murat,Boz,1959-07-25,Korean,China
Karam,Hussain,1989-11-21,English,Canada
G.V.,Prakash,1977-09-06,Spanish,Canada
Olivia,Corsini,1952-03-22,English,France
Sonja,Ball,1951-04-07,Korean,United States
Ibrahim,Almeirasi,1954-07-14,English,Spain
Iván,Marín,2002-02-23,English,Spain
Luciano,González,1988-08-24,French,United States
Natalia,de,1979-06-13,French,Japan
Christina,Milian,1975-09-22,Spanish,Germany
Leonardo,Medeiros,1976-07-01,German,Spain
Travis,Scott,1962-01-04,English,Spain
Dave,Chappelle,1987-07-06,English,United States
Carlos,Chan,1957-11-02,Japanese,United States
Priti,Sapru,1984-07-11,Chinese,France
Sharry,Mann,2002-10-21,German,Korea
Smita,Tambe,1982-03-05,German,France
Simon,Amstell,2000-06-04,Spanish,Germany
Jon,Plazaola,1960-05-19,German,Spain
Saif,Ali,1992-05-10,French,Germany
Wen,Chen-ling,1985-12-02,Japanese,United States
Whindersson,Nunes,1987-06-07,German,Germany
Calum,Von,1968-06-13,Chinese,China
Khushboo,Upadhyay,1996-11-03,English,Japan
Carlos,Alazraqui,1965-10-04,Korean,France
James,Cromwell,1951-03-25,Japanese,Korea
Go,Ara,1964-02-22,Japanese,Germany
Jung,Eun-ji,1950-12-01,Korean,Germany
Theo,Von,1956-07-16,Japanese,Canada
Brent,Morin,1989-02-26,Chinese,Japan
Jim,Jefferies,1997-01-08,Korean,Canada
Kozo,Morishita,2003-04-30,English,Spain
Adriana,Paz,1977-03-01,English,Canada
Vijay,Kumar,1981-05-19,Korean,Japan
Raja,Goutham,1972-09-15,English,United States
Bernat,Quintana,1978-10-12,English,France
Victor,Artus,1951-12-12,Korean,United States
D.L.,Hughley,1968-09-26,English,United States
Demetri,Martin,1968-10-09,Korean,China
Nicholas,Tse,2003-12-17,Japanese,United States
Chapman,To,1989-07-09,Chinese,United States
Sammo,Kam-Bo,1973-03-09,Japanese,Germany
Estefanía,de,1977-09-05,English,Japan
Brenda,Song,1973-02-05,Chinese,Korea
Suhas,Joshi,2002-03-27,French,Spain
David,Harbour,1986-10-04,English,Spain
Jean,Reno,1963-06-21,Chinese,France
Jack,Kao,1981-03-27,French,Germany
Max,von,1954-08-25,French,Spain
Aziz,Ansari,1964-05-19,English,Korea
Katherine,Ryan,1964-12-29,Chinese,Spain
Phantira,Pipityakorn,1977-03-22,Spanish,Germany
Vijay,Sethupathi,1988-10-29,English,Canada
Jesús,Abad,1969-02-02,Chinese,United States
Ana,Layevska,1968-07-16,Spanish,China
Thom,Yorke,1968-05-13,German,France
Daniel,Sosa,1985-11-07,Chinese,Canada
Mike,Epps,1957-08-09,German,Korea
Tony,Jaa,1991-10-31,Chinese,Spain
Luis,Gerónimo,1999-11-06,English,United States
Megumi,Ogata,1997-08-22,English,Germany
François,Civil,1980-10-06,German,United States
Khalil,Everage,1959-09-01,English,United States
Adam,Devine,1965-07-19,Korean,China
Niklas,Bruhn,1981-08-09,French,France
Abhay,Mahajan,1969-05-31,French,France
Pihu,Myra,1987-06-12,English,United States
Maísa,Silva,1964-11-10,French,United States
Oprah,Winfrey,1986-08-23,Japanese,France
Gonzalo,Delgado,1958-07-07,Japanese,Korea
Clara,Rugaard,1981-07-24,Chinese,Canada
Adam,Moussamih,1987-08-02,Japanese,Germany
Lena,Klenke,1958-05-09,Korean,Japan
Clarence,Avant,1979-03-13,Chinese,Germany
Aenne,Schwarz,1984-07-12,English,United States
Pierre,Bokma,1967-08-27,German,United States
Colleen,Ballinger,1982-02-22,English,France
Suyog,Rajendra,1994-03-12,English,Canada
Subrat,Dutta,1990-12-08,Spanish,Spain
Bogdan,Iancu,2003-01-06,English,Canada
Lam,Yiu-sing,1977-01-20,English,Japan
Anjali,Patil,1953-07-07,Japanese,Canada
Shen,Teng,1958-01-09,Chinese,Canada
Lee,Jung-jae,1960-03-13,Chinese,Canada
Anwulika,Alphonsus,1992-10-24,Korean,United States
Jack,Gore,1984-10-14,Spanish,France
Allison,Williams,1990-09-09,Korean,Canada
Abhimanyu,Dassani,1978-05-17,Spanish,Japan
Wanda,Sykes,1983-11-06,English,United States
Cristine,Reyes,1963-05-16,English,France
Saverio,Raimondo,1984-01-24,French,China
Eden,Duncan-Smith,1964-09-20,English,Canada
Tiya,Sircar,1991-07-12,English,Germany
Lolita,Chatterjee,1977-10-18,Chinese,United States
Beattie,Edmondson,1956-05-17,German,China
Talha,Arshad,1952-02-08,German,Japan
Joe,Anderson,1968-08-26,English,Spain
Hepi,Mita,1964-04-14,German,Spain
Antonella,Costa,1975-12-31,French,Japan
Dylan,Robert,1982-03-03,Korean,China
Tony,Leung,1965-08-04,English,Japan
Clara,Lago,1968-04-07,French,Germany
Amy,Poehler,1978-12-30,Chinese,China
Collin,Chou,1980-08-25,French,Japan
Jing,Wu,1980-05-20,Spanish,Germany
Sebastián,Osorio,1960-04-11,English,United States
Blanca,Suárez,1964-11-13,Korean,Spain
Zac,Efron,1985-08-29,English,Japan
Lee,Sun-kyun,1987-09-20,Japanese,France
Gagan,Kokri,1971-06-30,English,Spain
John,Lennon,1995-06-24,Japanese,United States
Alexandria,Ocasio-Cortez,1976-03-03,Spanish,Germany
Syamsul,Yusof,1987-02-21,German,Germany
Upendra,Limaye,1978-07-01,German,Canada
Francis,Chun-Yu,1956-10-08,Chinese,Spain
Anthony,Jeselnik,1983-06-29,Chinese,United States
Zoya,Hussain,1996-02-29,English,United States
Esben,Smed,2003-08-15,English,Japan
Manav,Kaul,2003-03-26,French,China
Kate,Winslet,1986-04-03,English,United States
Franco,Escamilla,1997-01-13,English,Canada
Domhnall,Gleeson,1965-06-15,Spanish,Canada
Koena,Mitra,1973-01-31,Spanish,Germany
Kay,Kay,1967-09-13,French,France
Rahul,Bose,2001-05-07,English,Spain
Mahabrata,Basu,1987-12-06,Spanish,China
Jessica,Allain,1964-03-30,English,Germany
María,Pedraza,1973-04-30,German,United States
Nil,Günal,1987-11-27,French,Canada
Cansu,Kurgun,1956-07-03,Chinese,United States
Noah,Centineo,1980-04-08,French,United States
Lee,Ji-eun,1993-09-11,Spanish,Germany
Liss,Pereira,2002-05-31,Korean,Canada
Stanley,Tucci,1991-05-28,German,United States
Clayton,Snyder,1963-08-06,French,China
Brie,Larson,1983-07-31,English,France
Luna,Maya,1982-04-30,English,France
Harvind,Raj,1979-01-20,English,United States
Jing,Boran,1970-03-23,Chinese,France
Hajira,Yamin,1971-11-07,Chinese,Korea
Daniella,Pineda,1992-02-08,English,China
Cynthia,Dankwa,1979-04-14,English,Canada
Rahul,Pethe,1974-04-17,German,United States
Luis,Gerardo,1960-11-08,English,France
Prilly,Latuconsina,2003-02-05,German,Canada
Sarun,Cinsuvapala,1992-11-24,German,China
Adriana,Ugarte,1993-02-07,English,Spain
Douglas,Booth,1973-12-28,English,Canada
Sam,Milby,1954-05-31,Spanish,Spain
Alexis,Viera,1974-12-12,English,Spain
Aishwarya,Ghaydar,1982-02-25,French,Canada
Amy,Schumer,1953-10-24,English,France
Josh,Pais,1975-08-07,English,China
Radhika,Apte,2000-04-02,English,Germany
Olivier,Rabourdin,1958-05-21,English,Canada
Edoardo,Ferrario,1963-11-01,English,Canada
Victor,Polster,1979-01-21,German,China
Chien-Ming,Wang,1974-10-30,German,China
Maricel,Soriano,1962-09-10,English,United States
Ronaldo,Valdez,1988-05-18,Chinese,United States
Hussain,Al,1970-05-29,Japanese,United States
Alfre,Woodard,1963-07-30,English,Korea
Cécile,De,2003-11-28,Spanish,Korea
Spencer,Locke,1969-09-01,Korean,Korea
Sanaa,Lathan,1963-03-17,Korean,Spain
Ai-Ai,de,1994-10-04,English,Canada
Piolo,Pascual,1956-08-15,Spanish,United States
Richard,Gomez,1986-01-22,English,Canada
Anne,Curtis,1953-06-07,German,Japan
Fumi,Nikaido,1957-12-25,English,France
Artiwara,Kongmalai,1984-11-17,Chinese,Spain
Manu,Payet,1985-07-20,German,China
Bradley,Steven,1950-07-24,English,Japan
Andrei,Indreies,1958-05-19,Spanish,Germany
Debby,Ryan,1959-03-21,Chinese,United States
Maxwell,Simba,1988-01-07,Korean,United States
Luis,Aguirre,1960-01-17,English,Germany
Freddie,Highmore,1994-07-27,English,Spain
José,Coronado,1976-04-28,German,Japan
Najwa,Nimri,1977-08-18,English,United States
Mona,Ambegaonkar,1973-07-20,Spanish,Japan
Ravi,Bhushan,1958-10-02,French,Germany
Usha,Jadhav,1991-06-14,English,China
Mark,Duplass,1985-09-02,Korean,France
Noémie,Schmidt,1950-10-02,French,France
Song,Kang-ho,1965-11-19,English,United States
Kevin,James,1967-08-10,French,Spain
Janae,Marie,1986-08-25,English,France
Kajal,Aggarwal,1972-08-14,English,United States
Deepak,Subramanya,1989-08-13,German,Spain
Ariel,Goldenberg,1959-06-18,Chinese,Korea
Prashant,Prakash,1981-01-21,Spanish,Japan
Kareena,Kapoor,1998-03-06,French,Japan
Ranvir,Shorey,1982-03-03,English,Korea
Lise,Baastrup,1975-07-24,Spanish,China
Lucky,Ali,1982-03-05,Spanish,Canada
Madeleine,Sami,1998-05-02,Spanish,France
Mallika,Sherawat,1993-03-24,Japanese,China
Sam,Cooke,1952-04-18,Chinese,Germany
Úrsula,Corberó,1989-11-04,English,Korea
Ray,Romano,1971-05-04,English,Japan
Sam,Gittins,2003-03-06,Chinese,Canada
Rajeev,Anand,2003-01-13,Japanese,Spain
Dee,Bradley,1977-10-14,Japanese,Canada
James,Mathis,1980-01-16,German,China
Jake,Gyllenhaal,1954-10-08,French,Spain
Arya,Babbar,1978-06-01,Korean,Japan
Imran,Rasheed,1962-03-26,Korean,France
Park,Hae-il,1971-09-09,French,Spain
Luis,Callejo,1962-01-23,French,China
Sruthi,Hariharan,1959-02-16,French,United States
Paulo,Avelino,1959-04-14,Korean,United States
Clare,Durant,1989-08-27,German,United States
Guillermo,Francella,1991-03-30,French,France
Franco,Masini,1964-12-22,English,Spain
Ali,Atay,1962-07-29,Korean,Canada
Margaret,Qualley,1961-12-23,English,Japan
Leonardo,Ribeiro,1978-11-22,French,Canada
Paco,Ignacio,1976-08-29,English,France
Geetika,Vidya,1958-10-13,Japanese,Canada
Sajid,Hasan,1983-01-24,Chinese,United States
Junaid,Akhtar,1967-01-19,French,Spain
Bruce,Khan,1986-09-04,Spanish,United States
Shandy,Aulia,1998-04-22,English,France
Jennylyn,Mercado,1977-05-19,Korean,Korea
Alain,Hernández,1985-10-10,Spanish,France
Chevy,Chase,1996-11-02,Japanese,Canada
Mamoru,Miyano,1977-10-12,Korean,Canada
Tauquir,Ahmed,1964-04-13,English,Korea
Inthira,Charoenpura,1962-03-04,English,Spain
Kristi?n,Tho?ra,1994-08-03,Korean,Canada
Graham,Chapman,1960-07-15,English,Korea
Dan,Aaron,1960-08-27,French,Japan
Moshe,Kasher,1989-12-07,French,Japan
Ikue,Otani,1959-06-09,English,Spain
Andrea,Jeremiah,1991-03-18,Japanese,Korea
Whitney,Cummings,1981-08-10,Korean,United States
Bill,Hicks,1995-08-25,English,Canada
Sam,Kinison,1976-07-04,English,Japan
Tim,Allen,1985-07-02,French,United States
Tim,Minchin,1996-11-15,English,Japan
Todd,Glass,1998-08-10,English,Korea
Julián,Villagrán,1985-08-18,English,China
James,McAvoy,1985-05-27,English,France
Tedd,Chan,1956-04-12,French,Germany
Edwin,Goh,1970-08-24,Chinese,France
William,Lawandi,1954-04-24,Korean,China
Kit,Chan,2001-03-11,Spanish,Canada
Priyanka,Bose,1973-10-03,English,Canada
Ellen,DeGeneres,2002-11-01,English,Canada
Samyuktha,Menon,1968-03-12,English,France
Gavin,Lewis,1986-11-26,English,Canada
Julianne,Moore,1966-10-10,English,China
Bruce,Springsteen,1985-10-23,German,United States
Emily,Watson,1993-04-11,Japanese,United States
Kelly,Hu,1963-06-18,English,France
Alessandra,de,1965-11-07,English,Korea
Sergio,Pizzorno,1981-03-31,French,Germany
Gary,Lightbody,1956-03-02,Japanese,United States
Guru,Somasundaram,1992-04-22,English,Spain
Yalitza,Aparicio,1990-11-06,English,Spain
Massimo,Ghini,1952-09-27,English,United States
Danielle,Macdonald,1973-04-28,Spanish,Germany
Parker,Sawyers,2003-08-16,Japanese,Canada
Paris,Hilton,1977-05-06,English,Korea
Ali,Zafar,1993-07-01,German,Japan
Qi,Shu,1970-04-06,Spanish,Canada
Louis,Koo,1975-04-20,English,Canada
Lisa,Teige,2000-12-11,Japanese,Spain
Andy,Lau,1956-01-13,English,Germany
Ekin,Cheng,1968-06-20,French,United States
Deepak,Dobriyal,1980-06-15,Japanese,China
Zahiril,Adzim,1980-03-12,Chinese,China
Kainaat,Arora,1996-10-16,Chinese,Japan
Jacky,Cheung,1972-08-17,Chinese,Spain
Nick,Cheung,1972-09-19,Korean,Canada
Wenpei,Ju,1998-07-23,Japanese,Japan
Adriano,Tardiolo,1996-03-20,English,Germany
Isabelle,Adjani,1981-03-11,English,Japan
Tara,Strong,1952-12-31,German,China
Paco,León,1967-11-03,Korean,France
Kaitlyn,Maher,1988-07-13,English,Canada
Raditya,Dika,1952-05-02,French,United States
Trevor,Noah,1994-05-03,English,France
Stacy,Keach,1951-02-26,English,China
Madeline,Brewer,2001-03-22,French,Canada
Stephen,Huszar,1960-07-17,English,Canada
Chelsea,Islan,1998-02-12,English,Japan
Joseba,Usabiaga,1971-04-25,German,France
Lucas,Gregorowicz,1999-10-23,Spanish,Germany
Ana,Caetano,2003-11-17,English,United States
John,Huston,1990-04-27,Korean,China
Orson,Welles,1975-08-13,German,Canada
Shreyas,Talpade,1967-12-24,English,China
Prabhu,Deva,1983-11-10,English,United States
